,The Whirlwind Girl 2,Lovely Us,Who Are You,My Golden Life,Jugglers,The Legends,Love Better Than Immortality,Before We Get Married,Man to Man,Missing: The Other Side,The Crowned Clown,Stars Falling From the Sky,Love of Thousand Years,Cambrian Period,Romance is a Bonus Book,Flower Boy Next Door,Soul Mechanic,Why R U?,My Roommate is a Detective,To All The Guys Who Loved Me,Girlfriend,The Sweet Blood,Gen Y,My Girlfriend is an Alien,Oh My Venus,Lucky Romance,Thirty But Seventeen,Missing 9,A Love So Beautiful_x,"That Winter, The Wind Blows",Heart to Heart,To The Beautiful You,Missing You,Count Your Lucky Stars,Someday or One Day,Ghost,The Legend of the Condor Heroes,"My Love, Enlighten Me",The Prince of Tennis_x,"Cheat On Me, If You Can",Don't Disturb My Study,Imitation,Faith,When the Camellia Blooms,Somewhere Only We Know,Drama Special Series Season 1: White Christmas,Dr. Romantic,Ouroboros,What the Duck,The Sleepless Princess,Zenkai Girl,Gap Dong,Circle,My Amazing Boyfriend,Watashitachi wa Douka Shiteiru,Mouse,When the Weather Is Fine,Gank Your Heart,Bloody Monday,Ho Goo's Love,Oh My General,Remember: War of the Son,Put Your Head on My Shoulder,Suspicious Partner,And the Winner is Love,My Girlfriend Is a Gumiho,Super Star Academy,Oh! My Sweet Liar!,ReminderS,The Legend of Jin Yan,Doctor Prisoner,Chicago Typewriter,Hwarang,The Romance of Tiger and Rose,Bel Ami,The Scholar Who Walks the Night,Kiss Goblin,While You Were Sleeping_x,En of Love: TOSSARA,Dong Yi,Prince of Lan Ling,My Lovely Sam Soon,A Korean Odyssey,The First Half of My Life,Radio Romance,Water Boyy,Chocolate,Well-Intended Love,A Love To Kill,Cross Fire,Itazura na Kiss: Love in Tokyo,1 Litre no Namida,Lost Love in Times,Story of Yanxi Palace,In Time With You_x,The Love by Hypnotic,Descendants of the Sun_x,The Moment,Catch the Ghost,Manner of Death,Detective L,What the Duck 2: Final Call,My Absolute Boyfriend,Well-Intended Love Season 2,Ma Boy,The Boy Next Door,That Man Oh Soo,Court Lady,Love and Destiny,I Don't Want To Be Friends With You,The Wolf,Fah Mee Tawan,High Society,Because This is My First Life,3 Will Be Free,The K2,Just Between Lovers,"Nee Sensei, Shiranai no?",Algernon ni Hanataba o,Hua Jai Sila,School 2017,Big,Flower Boy Ramen Shop,Wild Chives and Soy Bean Soup: 12 Years Reunion,Secret,"Loving, Never Forgetting",Dark Blue Kiss,The Big Boss,The Lies Within,I Picked Up a Star on the Road,Todome no Kiss,Trot Lovers,Mirror of the Witch,The Heiress,"Attention, Love!",One More Time,With You_x,Jao Sao Jum Yorm,On The Way To The Airport,I Hear You,Lovestruck in the City,Hotel del Luna,A Tale of Thousand Stars,Kleun Cheewit,Money Flower,Love By Chance 2: A Chance to Love,LIFE,Iljimae,EXO Next Door,"Go Princess, Go!",A Girl Like Me,Beloved Enemy,Master Devil Do Not Kiss Me 2,Sakristan,Maiden Holmes,Hanazakari no Kimitachi e,Warm and Cozy,Gu Family Book,Please Love Me,U-Prince:  The Handsome Cowboy,Class of Lies,Beyond Evil,Sungkyunkwan Scandal,Love in the Moonlight,The Whirlwind Girl,Doctor Stranger,7 First Kisses,Flipped,Ugly Duckling Series: Perfect Match,"Delightful Girl, Choon Hyang",Dreaming Back to the Qing Dynasty,The Rise of Phoenixes,You Who Came from the Stars,Poisoned Love,Oxygen,Sassy Go Go,Mother_x,Haechi,The Hymn of Death,Tribes and Empires: Storm of Prophecy,A Love So Beautiful_y,The School Nurse Files,Goong,Prison Playbook,Twenty Again,Save Me,Kuzu no Honkai,When I Was the Most Beautiful,Your House Helper,Sweet Tai Chi,Gameboys,Chef Fang,Oh! My Emperor: Season One,The Shipper,Who Are You: School 2015,Crash Landing on You,Cunning Single Lady,Cruel City,Joy of Life,The Guardians,Pasta,Vincenzo,Good Morning Call,Fight For My Way,Koizora,Fall in Love_x,River Where the Moon Rises,Revolutionary Love,TharnType 2: 7 Years Of Love,The Beauty Inside,Plus Nine Boys,Love Shuffle,Mary Stayed Out All Night,The Greatest Love,Begin Again,Hana Yori Dango 2,High-end Crush,365: Repeat the Year,Chief Kim,Drama Special Series Season 3: Adolescence Medley,"Please Come Back, Mister",Kimi wa Petto,Triad Princess,Love Designer,Kazoku Game,Moonshine and Valentine,Once Upon a Time in Lingjian Mountain,Winter Begonia,Mask_y,7th Grade Civil Servant,Alice,Nail Shop Paris,Switch Girl!!,Vampire Prosecutor,Splash Splash LOVE,He She It,Cinderella and the Four Knights,Boy For Rent,Ouran High School Host Club,Can You Hear My Heart,Ingredients,Marry Him If You Dare,My Love Eun Dong,Kingdom: Season 2,Hana Kimi Remake,Mother_y,Shanai Marriage Honey,Angel Eyes,They Kiss Again,En of Love: Love Mechanics,Here to Heart,About Is Love,Nirvana in Fire 2: The Wind Blows in Chang Lin,My Heroic Husband,L.U.C.A.: The Beginning,The Secret Life of My Secretary,Empress Ki,V.I.P,Love Keeps Going,Modern Farmer,I Love My President Though He's A Psycho,When a Snail Falls in Love,Best Wedding,Pornographer,SOTUS,Pretty Li Hui Zhen,Moon Lovers: Scarlet Heart Ryeo,Birth of a Beauty,Mr. Heart,Chugakusei Nikki,Touch Your Heart,Lucifer,Strangers from Hell,His - Koisuru Tsumori Nante Nakatta,Protect the Boss,My Country: The New Age,The Time We Were Not in Love,Imawa no Kuni no Alice,Time,Scent of a Woman,Six Flying Dragons,Prime Minister and I,Legend of Fu Yao,Itazura na Kiss: Love In Tokyo 2,"My Boss, My Hero",More Than Friends,The Package,New Tales of Gisaeng,The Imperial Doctress,Theory of Love,Angel's Last Mission: Love,Oh! My Emperor: Season Two,Tale of the Nine-Tailed,Kakafukaka,Amore,30-sai made Dotei Da to Mahotsukai ni Nareru rashii,Twenty Years Old,My Dear Lady,Love O2O,To My Star,Shut Up: Flower Boy Band,In a Class of Her Own,Color Rush,An Oriental Odyssey,I'm Not a Robot,The Sword and The Brocade,Stranger_x,Fights Break Sphere: Season 1,2 Moons 2,Rooftop Prince,My Little Happiness,Fake Princess,Marriage Contract,Scarlet Heart,Something About 1 Percent,True Beauty,My ID Is Gangnam Beauty,The Good Detective,Wish You: Your Melody From My Heart,Love Revolution_x,I've Fallen For You,Untouchable Lovers,Extracurricular,I Told Sunset About You,Minami-kun no Koibito - My Little Lover,Love in Time_y,The Moon Brightens For You,Memories of the Alhambra,Autumn's Concerto,Friend Zone 2: Dangerous Area,"Meow, the Secret Boy",Our Skyy,Nine: Nine Times Time Travel,Warrior Baek Dong Soo,"Marry Me, or Not?",The King: Eternal Monarch,The Smile Has Left Your Eyes,The Guest,Sunshine of My Life,King2Hearts,Kiss Me,Baby-faced Beauty,Kingdom,Orange Days,It Started with a Kiss,Player,Hit the Top,Criminal Minds,Love in Time,SKY Castle,Someone Like You,Arang and the Magistrate,Nodame Cantabile,Lovely Writer,First Romance,Ossan's Love_y,In Family We Trust,Easy Fortune Happy Life,Nigeru wa Haji da ga Yaku ni Tatsu,General and I,Love (ft. Marriage and Divorce),Into the Ring,Jang Ok Jung,Tumbling,Age of Youth,Replay: The Moment When It Starts Again,The Legend of Dugu,Liar Game_x,Asuko March!,Office Girls,Angry Mom,Backstreet Rookie,The Game: Towards Zero,Sweet Munchies,Wok of Love,Fabulous Boys,Rich Man,Tomorrow With You,Hana Kimi,Witch's Court,The Bride of Habaek,Medical Examiner Dr. Qin,The Crown Princess,Love Alarm,Born Again,Dr. Cutie,Nobody Knows,Hana Yori Dango,Suki na Hito ga Iru Koto,K-POP - The Ultimate Audition,Secret Love Affair,Fashion King,W,Lucky's First Love,Secret Queen Makers,Dame na Watashi ni Koishite Kudasai,Coffee House,Queen In Hyun's Man,Children of Nobody,Mr Honesty,The Eternal Love,WATCHER,Monstar,Dramaworld,I Am Your King 2,My Only Love Song,Bride of the Century,Reply 1988,The Flame's Daughter,Jealousy Incarnate,Mountains and Ocean,Hana Nochi Hare: HanaDan Next Season,The Penthouse: War in Life,Nirvana in Fire,Rattan,Another Miss Oh,Let's Eat,The Fiery Priest,Kairos,Love Rain,MARS,My Girlfriend,Second Chance,We Best Love: Fighting Mr. 2nd,Panda and Hedgehog,"Noble, My Love",Hospital Playlist,Full House ,Senior Secret Love: Puppy Honey 2,Meteor Garden_x,Back to 1989,2Wish,"Marriage, Not Dating",One Spring Night,Flavour It's Yours,Oh My Ghostess,Boku no Ita Jikan,Yamato Nadeshiko Shichi Henge,The Ghost Bride,Go Go Squid!,The King of Dramas,"I  Do, I Do",2 Moons,Sisyphus: The Myth,Well Dominated Love,Cruel Romance,City Hunter,Tree of Heaven,Game Sanaeha,The King’s Avatar,About Time,Emergency Couple,Time Between Dog and Wolf,You're All Surrounded,The Blooms at Ruyi Pavilion,Beautiful Gong Shim,Eternal Love of Dream,Go Back Couple,Hotaru no Hikari,Nobleman Ryu's Wedding,Gokusen,When We Were Young_x,Goblin,Her Private Life,The Long Ballad,Lie to Me,Live On,Chef Hua,"Me too, Flower!","Kill Me, Heal Me",Sweet First Love,You Are My Hero,My Lovely Girl,Strong Woman Do Bong Soon,Ashes of Love,Our Glamorous Time,Queen of Mystery,He's Coming to Me,Biscuit Teacher and Star Candy,The King's Woman,Reply 1994,Boku Dake ga Inai Machi,Midsummer Is Full of Love,My Mr. Mermaid,Two Weeks,Capture Lover,Naeil's Cantabile,History of the Salaryman,Queen Seon Duk,Devilish Joy,Forest,Flower of Evil,Top Management,Fairyland Lovers,Bad Guy,Eulachacha Waikiki,49 Days,SOTUS S,Chasing Ball,My Little Princess,Mama Fairy and the Woodcutter,Duel,The Emperor: Owner of the Mask,Operation Proposal,Kiss,Liar Game_y,Kimi Wa Petto,The Princess Wei Young,Private Lives,All I Want for Love is You,The Uncanny Counter,What's Wrong with Secretary Kim,You're Beautiful,Ancient Detective,Dream High,Bromance,He Is Psychometric,Chuno,Best Mistake,Signal,Misty,The Destiny of White Snake,HIStory3: Trapped,The Best Twins,All About My Romance,Princess Silver,Was It Love?,School 2013,Nobuta Wo Produce,My Girl_x,Secret Garden_y,Blood,Heavenly Sword and Dragon Slaying Sabre,My Secret Romance,A Little Thing Called First Love,Tokyo DOGS,Love and Redemption,Orange Marmalade,"3 Nen A Gumi: Ima kara Mina-san wa, Hitojichi Desu","It's Okay, That's Love",A-Teen,Reply 1997,Where Stars Land,Coffee Prince,Uncontrollably Fond,Hot Stove League,I Need Romance 3,HIStory: Obsessed,Novoland: The Castle in the Sky 2,The Love Equations,She Was Pretty,Witch's Love,HIStory2: Crossing the Line,Find Me in Your Memory,Possessed,Guardian,Renascence,Surplus Princess,Love Scenery,Unrequited Love_x,Falling for Innocence,Legend of Awakening,Yanxi Palace: Princess Adventures,Cheese in the Trap,Princess Hours,The Perfect Match,My Holo Love,The Best of You in My Mind,Love Unexpected,Prosecutor Princess,My Youth,Miss in Kiss,Wednesday 3:30 PM,The Girl Who Sees Scents,Queen of Ambition,Under the Power,My Fellow Citizens!,Behind Your Smile,Busted,The Light in Your Eyes,Noble Aspirations,Hikaru no Go,The Brightest Star in the Sky,Killer And Healer,Missing Noir M,Boys Over Flowers,Dream High 2,Fighter of the  Destiny,Stairway to Heaven,Because of You_y,You Complete Me,You Make Me Dance,Sunny Happiness,A Piece of Your Mind,HIStory: Stay Away From Me,Hello Mr. Gu,Girls' Generation 1979,Sound of the Desert,Once Again,The Incarnation of Money,The Legend of Xiao Chuo,Ever Night: Season 2,Weaving a Tale of Love,Hajimete Koi wo Shita Hi ni Yomu Hanashi,Light on Series: The Bad Kids,Playful Kiss,Tempted,Girl From Nowhere,You are My Destiny_x,Only Side by Side with You,Tell Me What You Saw,My Dream,Mr. Queen,Make My Heart Smile,Go Ho's Starry Night,Doctors,Dinner Mate,Witch's Romance,Bad Romance,You are My Destiny_y,Bad Guys,Moon Embracing the Sun,My Dear Loser: Edge of 17,Master Devil Do Not Kiss Me,Sweet Combat,Love by Chance,'Cause You're My Boy,Dear My Friends,Awaken,Flower Crew: Joseon Marriage Agency,Radiant Office,The Eternal Love 2,Dream Knight,To.Jenny,You Are The Best!,The Undateables,My Engineer,Buzzer Beat,Forget You Remember Love,Ben X Jim,Skip Beat!,How to be Thirty,Memorist,Arthdal Chronicles Part 3: The Prelude To All Legends,Lie After Lie,Eulachacha Waikiki 2,Where Your Eyes Linger,Cinderella Chef,The World of the Married,Walk Into Your Memory,Friend Zone,Love is Sweet,Black Dog,Love Sick,Dating Agency: Cyrano,"I'm Tee, Me Too",Black,Discovery of Romance,Dr. Romantic 2,My Strange Hero,Mystic Pop-Up Bar,Sweet Home,Ultimate Note,Can We Get Married?,A Gentleman's Dignity,Oh My Ladylord,Ex-Girlfriend Club,The Princess's Man,The Love Lasts Two Minds,Clean With Passion For Now,Hyena_y,So Wayree,Unrequited Love_y,Your Honor,Bloody Romance,100-manen no Onna-tachi,HIStory2: Right or Wrong,Winter Sonata,One More Happy Ending,Heartstrings,Ode to Joy,Summer's Desire_y,Tatta Hitotsu no Koi,The Legend of White Snake,Kill It,I Don't Love You Yet,Fated to Love You_x,Intense Love,Something in the Rain,My First First Love,Proposal Daisakusen,Drinking Solo,Weightlifting Fairy Kim Bok Joo,Listening Snow Tower,Ikemen Desu Ne,"Good Bye, My Princess",Coffee & Vanilla,HIStory3: Make Our Days Count,Just You_x,It's Okay to Not Be Okay,God's Gift: 14 Days,Moon River,Handsome Siblings,Introverted Boss,Healer,Fall in Love With Me,Red Balloon,Search,Pinocchio,Forever Love,I Cannot Hug You,My Mister,Ugly Alert,Hi! School - Love On,Miss Hammurabi,Hi My Sweetheart,Moorim School,Because of You,Dark Blue and Moonlight,The Heirs,The Penthouse 2: War in Life,Go Ahead,A Poem a Day,Beautiful World,Meteor Garden_y,The Rebel Princess,The Twin Flower Legend,Just an Encore,Click Your Heart,Entertainer,Be Melodramatic,YYY,You're My Destiny,Thank You,Are You Human Too?,Koi wa Tsuzuku yo Doko Made mo,HIStory: My Hero,Too Late to Say I Love You,My Bromance_y,Accidentally in Love,The Effect,Page Turner,The Master's Sun,Cheongdamdong Alice,"Rich Man, Poor Woman",Bangkok Love Stories 2: Innocence,Rookie Historian Goo Hae Ryung,Scripting Your Destiny,The Imperial Coroner,The Last Empress,Together with Me,9 End 2 Outs,My Beautiful Bride,Suits_y,Way Back Into Love,Kkondae  Intern,Quaranthings,The Chang'an Youth,Birthcare Center,What's Up?,When A Man's in Love,Dance of the Phoenix,Graceful Family,Record of Youth,The Empress of China,Be With You_y,"Hello, Me!",Le Coup de Foudre,Life,Stranger 2,XX,Together with Me: The Next Chapter,100 Days My Prince,Black & White,Professional Single,Find Yourself,Where the Lost Ones Go,Call It What You Want,Come and Hug Me,Rugal,Love and Fortune,Encounter,Personal Taste,Advance Bravely,"Love, Now",Move to Heaven,Life: Senjou no Bokura,Oh My Baby,Padam Padam,Strongest Deliveryman,Cinderella's Sister,Sweet Revenge,Voice_y,Great Men Academy,Live,"Que Sera, Sera_y",My Unicorn Girl,Ever Night,Like in the Movies,Ice Fantasy,D-Day,Black Knight: The Man Who Guards Me,"I'm Sorry, I Love You",Five Enough,Do You Like Brahms?,Familiar Wife,When My Love Blooms,I Will Never Let You Go,The Producers,Lost Romance,The Story of Ming Lan,I Need Romance,Nightmare Teacher,Psychopath Diary,IRIS,Love is All,Arsenal Military Academy,Doctor John,Dance of the Sky Empire,Terius Behind Me,Long Time No See,Skate Into Love,Hello Again!,Run On,General's Lady,Partners for Justice 2,Legend of Yun Xi,Atashinchi no Danshi,TharnType,She Would Never Know,The Night of the Comet,Douluo Continent,High School King of Savvy,Shopping King Louie,Love Me If You Dare,Abyss,Boss & Me_y,The Queen of SOP,City Hall,Make It Right 2,Avengers Social Club,Sprout,The Journey of Flower,Hello Monster,My Princess,Start-Up,My Husband in Law,Love Destiny,Nothing But Thirty,The Gifted,Yong Pal,Dal Ja's Spring,The Devil Punisher,Star of the Universe,The Spies Who Loved Me,Sweet Dreams,Jiu Liu Overlord,Life on Mars,The Bridal Mask,Maou,Sweet 18,The Tale of Nokdu,Good Morning Call: Our Campus Days,Love in Between,Wild Romance,TharnType Special: Our Final Love,Rebel: Thief Who Stole the People,Do Do Sol Sol La La Sol,The Romance of Hua Rong,Still 2gether,The Sleuth of Ming Dynasty,Project S: Skate Our Souls,"Your Highness, The Class Monitor",Lawless Lawyer,The Happy Loner,Love Alarm 2,Age of Youth 2,Tunnel,Blacklist,I Order You,The Song of Glory,Queen of the Ring,My Girl_y.1,My Sunshine,Mr. Sunshine,Nice to Meet You_y,Live Up to Your Name,Devil Beside You,Good Doctor_x,"Smile, You",18 Again,Full House,The Gifted: Graduation,My Gear And Your Gown,Ruyi's Royal Love in the Palace,Vagabond,Itaewon Class,The Mystic Nine,Shining Inheritance,Queen: Love And War,Pride,Murphy's Law of Love,2gether,Tonhon Chonlatee,Kao Waan Hai Noo Pen Sai Lub,Girl From Nowhere Season 2,"Hyde, Jekyll, Me",Kiss Me Again,What Happens to My Family?,Arthdal Chronicles Part 1: The Children of Prophecy,Love Affairs in the Afternoon,38 Task Force,Novoland: The Castle in the Sky,The Innocent Man,The Legend of the Blue Sea,"Hi Bye, Mama!",Senior Secret Love: Puppy Honey,Legend of Lu Zhen,Temperature of Love,Love with Flaws,5-ji Kara 9-ji Made,Last Cinderella,Sm:)e,Train,Mei-chan no Shitsuji,The Third Charm,What Happened in Bali,Moment at Eighteen,Go Go Squid 2: Dt. Appledog's Time,Defendant,Extraordinary You,Addicted Heroin,Battle of Changsha,Zombie Detective,Navillera,Search: WWW,Switched,"King of Baking, Kim Tak Goo",Reunion: The Sound of the Providence,Misaeng: Incomplete Life,Hello Stranger,Doom at Your Service,Zettai BL ni Naru Sekai VS Zettai BL ni Naritakunai Otoko,My Father is Strange,Designated Survivor: 60 Days,Time Slip Dr. Jin,Perfume,Eternal Love,En of Love: This is Love Story,My Secret Hotel,Good Casting,My Forever Sunshine,Karn La Krang Neung…Nai Hua Jai,Persona,Dating in the Kitchen,Miss Truth,Down With Love,Perfect and Casual,Oh! My Lady,The Lover,Love Sick 2,Word of Honor,Refresh Man,A Beautiful Mind,HIStory4: Close to You,Jewel in the Palace,My Ambulance,Queen for Seven Days,Boys' Lockdown,You Drive Me Crazy,Nobunaga Concerto,Mad Dog,My Day,Fated to Love You_y,Hotel King,"Bring It On, Ghost",The Untamed,Please Don't Date Him,Tra Barb See Chompoo,Itazura na Kiss,Zettai Kareshi,Full House Take 2,Legend of Fei,Le Jun Kai,Siege in Fog,Legend of Concubine Zhen Huan,Madame Antoine,Parallel Love,Myung Wol the Spy,The Liar and His Lover,I Hear Your Voice,Until We Meet Again,Melting Me Softly,Make It Right,Mood Indigo,We Best Love: No. 1 For You,Twenty-Twenty,My Fair Lady,Views of Love: Grey Rainbow,Princess Agents,Solomon's Perjury,When Time Stopped
 Mara ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,,,8.5,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,10.0,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 kdramaddict1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-executedtoperfection-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-rachell-,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,9.0,,,,,9.0,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
